url,domain,platform,niche,country,source,tranco_rank,majestic_rank,status,http_status,has_products,product_count,product_types,tags,is_headless,detected_payments,ecom_signal_count,min_price,max_price,monthly_visits,merchant_name
https://drinkprime.com,drinkprime.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2256227,drinkprime.com
https://www.oofos.com,www.oofos.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2252645,OOFOS
https://www.liquid-iv.com,www.liquid-iv.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2251984,Liquid I.V.
https://showmeyourmumu.com,showmeyourmumu.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2251777,Show Me Your Mumu
https://balticborn.com,balticborn.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2249132,Baltic Born Clothing
https://www.edenbrothers.com,www.edenbrothers.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2239218,Eden Brothers
https://www.toynk.com,www.toynk.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2227187,Toynk Toys
https://www.bacardi.com,www.bacardi.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2222150,BACARDÍ Rum
https://www.urbanbodyjewelry.com,www.urbanbodyjewelry.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2201713,Urban Body Jewelry
https://www.freshtrends.com,www.freshtrends.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2171911,FreshTrends
https://drinkpoppi.com,drinkpoppi.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2163245,poppi
https://drinkolipop.com,drinkolipop.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2146474,OLIPOP
https://forloveandlemons.com,forloveandlemons.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2131348,For Love & Lemons
https://www.shopwss.com,www.shopwss.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2127137,ShopWSS
